name,year,bat,g,ab,h,ba,bb,dbl,dbl.pg,pg,hr,hr.pg,sb,cs,sba,sb.pg,sf,sh,tb,slg.pct,trp,trp.pg,r,r.pg,through
Appalachian St.,2010,besr,18,631,201,0.319,76,18,49,2.72,21,1.17,41,3,44,2.28,10,3,319,0.506,3,0.17,148,8.2,3/21/10
Baylor,2010,besr,18,597,190,0.318,85,18,38,2.11,18,1,26,5,31,1.44,9,11,298,0.499,8,0.44,130,7.2,3/21/10
Florida St.,2010,besr,19,641,204,0.318,119,19,39,2.05,21,1.11,20,3,23,1.05,10,9,326,0.509,10,0.53,168,8.8,3/21/10
Saint Louis,2010,besr,20,726,231,0.318,98,20,50,2.5,29,1.45,23,8,31,1.15,12,4,376,0.518,4,0.2,166,8.3,3/21/10
Troy,2010,besr,18,651,207,0.318,88,18,41,2.28,33,1.83,12,8,20,0.67,7,8,353,0.542,3,0.17,163,9.1,3/21/10
LSU,2010,besr,19,655,208,0.318,91,19,35,1.84,23,1.21,36,12,48,1.89,11,4,330,0.504,9,0.47,156,8.2,3/21/10
North Carolina,2010,besr,21,712,226,0.317,120,21,40,1.9,13,0.62,31,6,37,1.48,22,13,323,0.454,9,0.43,172,8.2,3/21/10
Florida,2010,besr,19,641,203,0.317,81,19,31,1.63,22,1.16,33,11,44,1.74,10,9,310,0.484,5,0.26,138,7.3,3/21/10
Jacksonville,2010,besr,20,695,220,0.317,116,20,46,2.3,20,1,22,9,31,1.1,7,13,336,0.483,5,0.25,162,8.1,3/21/10
Liberty,2010,besr,18,635,201,0.317,77,18,49,2.72,18,1,14,8,22,0.78,16,13,310,0.488,3,0.17,153,8.5,3/21/10
Clemson,2010,besr,19,651,206,0.316,113,19,43,2.26,32,1.68,31,12,43,1.63,15,5,351,0.539,3,0.16,184,9.7,3/21/10
UC Irvine,2010,besr,19,667,211,0.316,64,19,44,2.32,12,0.63,11,9,20,0.58,7,11,299,0.448,4,0.21,140,7.4,3/21/10
Davidson,2010,besr,20,705,223,0.316,92,20,44,2.2,22,1.1,29,15,44,1.45,8,13,345,0.489,6,0.3,186,9.3,3/21/10
Marist,2010,besr,17,620,196,0.316,73,17,40,2.35,11,0.65,31,5,36,1.82,7,10,281,0.453,6,0.35,142,8.4,3/21/10
Illinois St.,2010,besr,17,586,185,0.316,91,17,44,2.59,15,0.88,34,8,42,2,9,7,292,0.498,9,0.53,144,8.5,3/21/10
Savannah St.,2010,besr,17,599,189,0.316,83,17,36,2.12,8,0.47,44,20,64,2.59,9,4,259,0.432,5,0.29,134,7.9,3/21/10
Army,2010,besr,13,444,140,0.315,39,13,19,1.46,13,1,14,6,20,1.08,8,10,212,0.477,7,0.54,84,6.5,3/21/10
Akron,2010,besr,18,649,204,0.314,60,18,33,1.83,18,1,6,4,10,0.33,12,4,297,0.458,3,0.17,134,7.4,3/21/10
South Ala.,2010,besr,23,805,253,0.314,94,23,54,2.35,19,0.83,44,16,60,1.91,14,12,370,0.46,3,0.13,187,8.1,3/21/10
A&M-Corpus Christi,2010,besr,19,697,219,0.314,80,19,40,2.11,14,0.74,18,7,25,0.95,4,6,319,0.458,9,0.47,146,7.7,3/21/10
Fresno St.,2010,besr,20,691,217,0.314,62,20,39,1.95,21,1.05,17,7,24,0.85,7,15,327,0.473,4,0.2,123,6.2,3/21/10
William & Mary,2010,besr,19,618,194,0.314,106,19,42,2.21,8,0.42,35,14,49,1.84,12,13,264,0.427,2,0.11,147,7.7,3/21/10
Stetson,2010,besr,21,739,231,0.313,88,21,51,2.43,17,0.81,32,9,41,1.52,9,6,341,0.461,4,0.19,134,6.4,3/21/10
Arkansas St.,2010,besr,20,720,225,0.313,80,20,35,1.75,13,0.65,15,6,21,0.75,8,15,305,0.424,3,0.15,121,6.1,3/21/10
Fla. Atlantic,2010,besr,18,631,197,0.312,89,18,41,2.28,19,1.06,20,7,27,1.11,10,7,303,0.48,4,0.22,136,7.6,3/21/10
Longwood,2010,besr,17,549,171,0.311,60,17,41,2.41,12,0.71,21,7,28,1.24,7,10,260,0.474,6,0.35,119,7,3/21/10
East Carolina,2010,besr,19,640,199,0.311,72,19,36,1.89,30,1.58,19,10,29,1,9,6,327,0.511,1,0.05,126,6.6,3/21/10
Utah Valley,2010,besr,12,460,143,0.311,45,12,33,2.75,10,0.83,5,3,8,0.42,2,2,212,0.461,3,0.25,89,7.4,3/21/10
Hartford,2010,besr,9,322,100,0.311,33,9,18,2,5,0.56,9,3,12,1,4,NA,143,0.444,5,0.56,65,7.2,3/21/10
Coastal Caro.,2010,besr,20,674,209,0.31,97,20,48,2.4,22,1.1,50,8,58,2.5,5,21,329,0.488,3,0.15,171,8.6,3/21/10
Richmond,2010,besr,18,642,199,0.31,101,18,33,1.83,22,1.22,37,13,50,2.06,8,19,302,0.47,2,0.11,154,8.6,3/21/10
Northwestern St.,2010,besr,18,626,194,0.31,103,18,35,1.94,14,0.78,37,8,45,2.06,2,10,289,0.462,9,0.5,158,8.8,3/21/10
Morehead St.,2010,besr,23,812,251,0.309,94,23,42,1.83,37,1.61,26,10,36,1.13,11,4,412,0.507,4,0.17,188,8.2,3/21/10
Southern Ill.,2010,besr,19,699,216,0.309,75,19,29,1.53,19,1,14,2,16,0.74,10,8,316,0.452,7,0.37,141,7.4,3/21/10
James Madison,2010,besr,17,596,184,0.309,79,17,47,2.76,17,1,30,9,39,1.76,13,6,290,0.487,4,0.24,141,8.3,3/21/10
Creighton,2010,besr,14,509,157,0.308,53,14,36,2.57,20,1.43,14,4,18,1,10,17,259,0.509,3,0.21,118,8.4,3/21/10
Samford,2010,besr,19,665,205,0.308,79,19,42,2.21,25,1.32,33,5,38,1.74,7,7,330,0.496,4,0.21,150,7.9,3/21/10
UC Santa Barbara,2010,besr,15,527,162,0.307,69,15,30,2,15,1,13,4,17,0.87,8,13,251,0.476,7,0.47,113,7.5,3/21/10
Southern California,2010,besr,20,703,216,0.307,66,20,43,2.15,21,1.05,19,15,34,0.95,12,16,332,0.472,5,0.25,118,5.9,3/21/10
Michigan,2010,besr,18,646,198,0.307,80,18,33,1.83,14,0.78,29,7,36,1.61,9,4,287,0.444,7,0.39,141,7.8,3/21/10
BYU,2010,besr,19,682,209,0.306,65,19,41,2.16,15,0.79,26,13,39,1.37,5,10,311,0.456,8,0.42,125,6.6,3/21/10
Eastern Ky.,2010,besr,17,598,183,0.306,71,17,36,2.12,24,1.41,27,21,48,1.59,8,5,305,0.51,7,0.41,125,7.4,3/21/10
Winthrop,2010,besr,19,644,197,0.306,73,19,45,2.37,17,0.89,17,8,25,0.89,7,22,303,0.47,5,0.26,138,7.3,3/21/10
UC Davis,2010,besr,16,546,167,0.306,47,16,26,1.63,8,0.5,14,5,19,0.88,10,13,219,0.401,1,0.06,98,6.1,3/21/10
Stanford,2010,besr,14,494,151,0.306,63,14,38,2.71,11,0.79,15,2,17,1.07,7,5,232,0.47,5,0.36,105,7.5,3/21/10
Memphis,2010,besr,20,731,223,0.305,76,20,36,1.8,12,0.6,35,14,49,1.75,5,6,309,0.423,7,0.35,136,6.8,3/21/10
Air Force,2010,besr,21,719,219,0.305,72,21,45,2.14,12,0.57,33,10,43,1.57,8,16,324,0.451,12,0.57,134,6.4,3/21/10
Gardner-Webb,2010,besr,19,720,219,0.304,57,19,55,2.89,11,0.58,32,9,41,1.68,6,11,309,0.429,1,0.05,122,6.4,3/21/10
Northeastern,2010,besr,10,342,104,0.304,39,10,25,2.5,1,0.1,5,5,10,0.5,7,5,138,0.404,3,0.3,70,7,3/21/10
N.C. A&T,2010,besr,16,569,173,0.304,64,16,27,1.69,21,1.31,21,9,30,1.31,6,NA,267,0.469,2,0.13,129,8.1,3/21/10
Elon,2010,besr,19,675,205,0.304,83,19,28,1.47,29,1.53,25,5,30,1.32,12,7,328,0.486,4,0.21,152,8,3/21/10
Rhode Island,2010,besr,16,573,174,0.304,59,16,37,2.31,8,0.5,20,13,33,1.25,4,7,245,0.428,5,0.31,107,6.7,3/21/10
South Carolina,2010,besr,20,672,204,0.304,95,20,42,2.1,19,0.95,14,5,19,0.7,10,19,315,0.469,6,0.3,154,7.7,3/21/10
Rider,2010,besr,17,603,183,0.303,72,17,25,1.47,9,0.53,19,12,31,1.12,5,4,239,0.396,2,0.12,116,6.8,3/21/10
Texas St.,2010,besr,18,646,196,0.303,76,18,37,2.06,13,0.72,25,7,32,1.39,7,13,284,0.44,6,0.33,138,7.7,3/21/10
Georgetown,2010,besr,18,646,196,0.303,71,18,36,2,21,1.17,22,8,30,1.22,10,15,307,0.475,6,0.33,127,7.1,3/21/10
Siena,2010,besr,19,723,219,0.303,68,19,41,2.16,19,1,25,5,30,1.32,6,8,325,0.45,4,0.21,138,7.3,3/21/10
Lafayette,2010,besr,10,360,109,0.303,22,10,22,2.2,5,0.5,13,5,18,1.3,1,4,154,0.428,4,0.4,57,5.7,3/21/10
George Washington,2010,besr,18,605,183,0.302,82,18,35,1.94,19,1.06,23,10,33,1.28,10,16,277,0.458,1,0.06,138,7.7,3/21/10
Eastern Mich.,2010,besr,19,695,210,0.302,81,19,41,2.16,14,0.74,17,5,22,0.89,8,6,301,0.433,4,0.21,137,7.2,3/21/10
Alabama A&M,2010,besr,18,523,158,0.302,65,18,39,2.17,3,0.17,60,12,72,3.33,8,4,220,0.421,7,0.39,119,6.6,3/21/10
Wichita St.,2010,besr,16,563,170,0.302,77,16,34,2.13,22,1.38,31,6,37,1.94,10,5,282,0.501,6,0.38,132,8.3,3/21/10
Kansas,2010,besr,19,643,194,0.302,88,19,45,2.37,7,0.37,10,2,12,0.53,15,8,268,0.417,4,0.21,132,6.9,3/21/10
UNC Wilmington,2010,besr,20,703,212,0.302,89,20,40,2,20,1,34,6,40,1.7,9,15,324,0.461,6,0.3,147,7.4,3/21/10
Miami (FL),2010,besr,19,650,196,0.302,107,19,46,2.42,20,1.05,37,9,46,1.95,10,23,324,0.498,11,0.58,160,8.4,3/21/10
St. Bonaventure,2010,besr,11,412,124,0.301,52,11,23,2.09,12,1.09,7,2,9,0.64,4,4,193,0.468,5,0.45,91,8.3,3/21/10
La.-Lafayette,2010,besr,20,688,207,0.301,76,20,38,1.9,11,0.55,48,10,58,2.4,16,24,302,0.439,12,0.6,148,7.4,3/21/10
Citadel,2010,besr,19,645,194,0.301,58,19,35,1.84,20,1.05,26,10,36,1.37,4,17,305,0.473,8,0.42,140,7.4,3/21/10
Saint Joseph's,2010,besr,13,459,138,0.301,44,13,20,1.54,9,0.69,11,2,13,0.85,5,7,189,0.412,2,0.15,84,6.5,3/21/10
Michigan St.,2010,besr,16,579,174,0.301,78,16,24,1.5,9,0.56,40,7,47,2.5,8,8,239,0.413,7,0.44,132,8.3,3/21/10
Cal St. Fullerton,2010,besr,19,666,200,0.3,51,19,39,2.05,15,0.79,38,8,46,2,9,18,298,0.447,7,0.37,117,6.2,3/21/10
Sacred Heart,2010,besr,12,440,132,0.3,36,12,23,1.92,5,0.42,17,0,17,1.42,11,3,184,0.418,7,0.58,83,6.9,3/21/10
Dayton,2010,besr,18,667,200,0.3,80,18,50,2.78,21,1.17,30,5,35,1.67,8,8,319,0.478,3,0.17,147,8.2,3/21/10
Charleston So.,2010,besr,20,716,214,0.299,62,20,35,1.75,24,1.2,18,5,23,0.9,6,9,323,0.451,1,0.05,119,6,3/21/10
Wofford,2010,besr,18,663,198,0.299,78,18,43,2.39,18,1,25,7,32,1.39,9,4,303,0.457,4,0.22,138,7.7,3/21/10
Indiana,2010,besr,18,648,193,0.298,57,18,38,2.11,18,1,28,11,39,1.56,5,8,291,0.449,3,0.17,118,6.6,3/21/10
Lamar,2010,besr,21,722,215,0.298,104,21,56,2.67,15,0.71,31,9,40,1.48,12,11,324,0.449,4,0.19,162,7.7,3/21/10
West Virginia,2010,besr,20,655,194,0.296,55,20,28,1.4,14,0.7,13,3,16,0.65,9,30,268,0.409,2,0.1,120,6,3/21/10
Nebraska,2010,besr,18,628,186,0.296,73,18,31,1.72,17,0.94,22,8,30,1.22,11,6,270,0.43,1,0.06,121,6.7,3/21/10
Nicholls St.,2010,besr,19,632,187,0.296,61,19,24,1.26,10,0.53,39,12,51,2.05,10,17,263,0.416,11,0.58,140,7.4,3/21/10
La Salle,2010,besr,16,548,162,0.296,53,16,21,1.31,6,0.38,12,4,16,0.75,8,4,209,0.381,4,0.25,88,5.5,3/21/10
Holy Cross,2010,besr,11,413,122,0.295,47,11,19,1.73,9,0.82,9,7,16,0.82,4,6,168,0.407,NA,NA,73,6.6,3/21/10
Cal Poly,2010,besr,18,640,189,0.295,81,18,34,1.89,13,0.72,21,8,29,1.17,8,11,278,0.434,8,0.44,122,6.8,3/21/10
Binghamton,2010,besr,13,447,132,0.295,37,13,23,1.77,8,0.62,16,6,22,1.23,2,7,185,0.414,3,0.23,70,5.4,3/21/10
McNeese St.,2010,besr,17,603,178,0.295,65,17,30,1.76,21,1.24,28,8,36,1.65,6,7,281,0.466,5,0.29,119,7,3/21/10
Sam Houston St.,2010,besr,19,689,203,0.295,78,19,36,1.89,12,0.63,18,9,27,0.95,4,10,281,0.408,3,0.16,111,5.8,3/21/10
Southeastern La.,2010,besr,20,652,192,0.294,113,20,41,2.05,15,0.75,34,18,52,1.7,8,29,286,0.439,4,0.2,167,8.4,3/21/10
Youngstown St.,2010,besr,15,513,151,0.294,64,15,31,2.07,18,1.2,12,10,22,0.8,4,10,242,0.472,3,0.2,104,6.9,3/21/10
Western Caro.,2010,besr,20,683,201,0.294,78,20,37,1.85,23,1.15,27,9,36,1.35,7,8,311,0.455,2,0.1,130,6.5,3/21/10
Ole Miss,2010,besr,20,697,205,0.294,111,20,40,2,20,1,30,3,33,1.5,9,1,313,0.449,4,0.2,162,8.1,3/21/10
Connecticut,2010,besr,15,531,156,0.294,68,15,30,2,15,1,32,6,38,2.13,6,6,245,0.461,7,0.47,112,7.5,3/21/10
Texas Tech,2010,besr,21,715,210,0.294,92,21,55,2.62,20,0.95,22,11,33,1.05,6,7,339,0.474,7,0.33,155,7.4,3/21/10
