,name,g,ab,h,ba,bb,2b,2b.pg,pg,hr,hr.pg,sb,cs,sba,sb.pg,sf,sh,tb,slg.pct,3b,3b.pg,r,r.pg,through
83,UC Riverside,18,637,187,0.294,70,18,37,2.06,6,0.33,12,4,16,0.67,7,13,250,0.392,4,0.22,94,5.2,3/20/11
84,LIU Brooklyn,15,505,148,0.293,61,15,33,2.2,3,0.2,10,14,24,0.67,4,12,198,0.392,4,0.27,90,6,3/20/11
85,Rhode Island,17,594,174,0.293,56,17,31,1.82,7,0.41,33,13,46,1.94,6,7,246,0.414,10,0.59,104,6.1,3/20/11
86,Southeast Mo. St.,20,731,213,0.291,80,20,42,2.1,14,0.7,25,11,36,1.25,12,13,301,0.412,2,0.1,129,6.5,3/20/11
87,Wofford,20,673,196,0.291,78,20,32,1.6,8,0.4,30,6,36,1.5,6,13,268,0.398,8,0.4,122,6.1,3/20/11
88,Radford,18,625,182,0.291,71,18,44,2.44,12,0.67,38,11,49,2.11,10,14,276,0.442,7,0.39,127,7.1,3/20/11
89,Fairleigh Dickinson,14,471,137,0.291,33,14,29,2.07,3,0.21,5,1,6,0.36,7,13,183,0.389,4,0.29,77,5.5,3/20/11
90,Mississippi St.,21,689,200,0.29,113,21,34,1.62,9,0.43,37,9,46,1.76,11,13,277,0.402,8,0.38,144,6.9,3/20/11
91,McNeese St.,21,727,211,0.29,105,21,40,1.9,5,0.24,27,5,32,1.29,9,13,284,0.391,9,0.43,137,6.5,3/20/11
92,Lafayette,15,517,150,0.29,40,15,26,1.73,4,0.27,15,6,21,1,8,7,194,0.375,3,0.2,76,5.1,3/20/11
93,FIU,21,722,209,0.289,82,21,48,2.29,13,0.62,31,11,42,1.48,6,9,302,0.418,3,0.14,127,6,3/20/11
94,Samford,22,698,202,0.289,85,22,34,1.55,15,0.68,15,8,23,0.68,12,9,293,0.42,6,0.27,142,6.5,3/20/11
95,Middle Tenn.,18,664,192,0.289,72,18,42,2.33,9,0.5,21,5,26,1.17,9,10,271,0.408,5,0.28,102,5.7,3/20/11
96,Kennesaw St.,22,737,213,0.289,112,22,54,2.45,11,0.5,25,11,36,1.14,6,10,310,0.421,5,0.23,147,6.7,3/20/11
97,Indiana St.,18,651,188,0.289,93,18,30,1.67,11,0.61,27,11,38,1.5,7,13,263,0.404,6,0.33,122,6.8,3/20/11
98,Richmond,21,752,216,0.287,72,21,46,2.19,8,0.38,33,6,39,1.57,8,15,294,0.391,4,0.19,111,5.3,3/20/11
99,Holy Cross,15,519,149,0.287,51,15,30,2,7,0.47,28,4,32,1.87,4,10,210,0.405,5,0.33,99,6.6,3/20/11
100,Cal St. Northridge,21,666,191,0.287,76,21,38,1.81,11,0.52,20,7,27,0.95,11,17,272,0.408,5,0.24,123,5.9,3/20/11
101,Savannah St.,21,636,182,0.286,96,21,39,1.86,7,0.33,73,13,86,3.48,10,10,254,0.399,6,0.29,148,7,3/20/11
102,UMBC,11,385,110,0.286,30,11,31,2.82,2,0.18,5,4,9,0.45,3,8,153,0.397,3,0.27,55,5,3/20/11
103,South Carolina,18,581,166,0.286,77,18,30,1.67,16,0.89,14,7,21,0.78,7,20,260,0.448,8,0.44,108,6,3/20/11
104,Virginia Tech,22,747,213,0.285,72,22,50,2.27,26,1.18,22,6,28,1,13,17,353,0.473,6,0.27,156,7.1,3/20/11
105,La Salle,19,642,183,0.285,65,19,36,1.89,4,0.21,16,13,29,0.84,6,13,245,0.382,7,0.37,101,5.3,3/20/11
106,Tennessee Tech,20,709,202,0.285,78,20,33,1.65,14,0.7,12,3,15,0.6,5,13,291,0.41,7,0.35,112,5.6,3/20/11
107,Eastern Mich.,18,625,178,0.285,79,18,42,2.33,10,0.56,11,6,17,0.61,8,15,262,0.419,6,0.33,114,6.3,3/20/11
108,Penn St.,18,616,175,0.284,67,18,38,2.11,11,0.61,14,7,21,0.78,2,6,262,0.425,8,0.44,100,5.6,3/20/11
109,Ole Miss,21,690,196,0.284,77,21,38,1.81,11,0.52,24,7,31,1.14,6,18,271,0.393,2,0.1,111,5.3,3/20/11
110,VCU,19,645,183,0.284,66,19,35,1.84,3,0.16,29,8,37,1.53,9,17,239,0.371,6,0.32,100,5.3,3/20/11
111,Western Caro.,18,624,177,0.284,80,18,41,2.28,12,0.67,28,9,37,1.56,7,8,256,0.41,1,0.06,117,6.5,3/20/11
112,Manhattan,16,543,154,0.284,50,16,27,1.69,7,0.44,22,9,31,1.38,8,15,210,0.387,4,0.25,85,5.3,3/20/11
113,Butler,13,434,123,0.283,67,13,23,1.77,5,0.38,17,6,23,1.31,6,10,165,0.38,2,0.15,79,6.1,3/20/11
114,Col. of Charleston,21,734,208,0.283,94,21,52,2.48,26,1.24,33,2,35,1.57,14,5,346,0.471,4,0.19,161,7.7,3/20/11
115,Stetson,20,660,187,0.283,86,20,27,1.35,6,0.3,24,5,29,1.2,8,16,248,0.376,8,0.4,113,5.7,3/20/11
116,Alabama,20,653,185,0.283,88,20,44,2.2,6,0.3,15,12,27,0.75,8,18,261,0.4,7,0.35,119,6,3/20/11
117,South Dakota St.,16,566,160,0.283,50,16,28,1.75,11,0.69,10,4,14,0.63,6,6,239,0.422,9,0.56,86,5.4,3/20/11
118,Illinois St.,19,648,183,0.282,100,19,48,2.53,15,0.79,32,8,40,1.68,7,13,282,0.435,3,0.16,138,7.3,3/20/11
119,Dallas Baptist,19,648,183,0.282,94,19,41,2.16,13,0.68,22,5,27,1.16,16,14,271,0.418,4,0.21,130,6.8,3/20/11
120,VMI,21,691,195,0.282,44,21,31,1.48,9,0.43,11,7,18,0.52,4,21,255,0.369,1,0.05,88,4.2,3/20/11
121,St. John's (NY),17,607,171,0.282,85,17,32,1.88,9,0.53,28,4,32,1.65,8,5,236,0.389,3,0.18,119,7,3/20/11
122,Iona,17,590,166,0.281,67,17,38,2.24,8,0.47,38,14,52,2.24,5,7,238,0.403,5,0.29,90,5.3,3/20/11
123,Creighton,19,633,178,0.281,57,19,35,1.84,8,0.42,21,10,31,1.11,10,26,253,0.4,8,0.42,108,5.7,3/20/11
124,Columbia,13,466,131,0.281,53,13,21,1.62,6,0.46,21,5,26,1.62,4,7,176,0.378,3,0.23,75,5.8,3/20/11
125,BYU,18,620,174,0.281,73,18,41,2.28,11,0.61,22,6,28,1.22,9,22,264,0.426,8,0.44,101,5.6,3/20/11
126,Stanford,12,410,115,0.28,31,12,17,1.42,7,0.58,6,4,10,0.5,3,4,161,0.393,4,0.33,53,4.4,3/20/11
127,Bradley,18,610,171,0.28,67,18,30,1.67,6,0.33,33,13,46,1.83,8,27,233,0.382,7,0.39,100,5.6,3/20/11
128,East Carolina,20,660,185,0.28,73,20,37,1.85,10,0.5,19,12,31,0.95,5,22,258,0.391,3,0.15,94,4.7,3/20/11
129,Liberty,21,718,201,0.28,57,21,35,1.67,12,0.57,39,10,49,1.86,8,10,278,0.387,3,0.14,111,5.3,3/20/11
130,UALR,19,647,181,0.28,95,19,44,2.32,6,0.32,17,12,29,0.89,9,14,245,0.379,1,0.05,108,5.7,3/20/11
131,Winthrop,18,597,167,0.28,77,18,29,1.61,1,0.06,25,5,30,1.39,12,19,203,0.34,2,0.11,103,5.7,3/20/11
132,Navy,21,715,200,0.28,100,21,37,1.76,10,0.48,27,6,33,1.29,7,14,293,0.41,13,0.62,150,7.1,3/20/11
133,Binghamton,12,397,111,0.28,37,12,21,1.75,9,0.75,16,4,20,1.33,1,10,161,0.406,1,0.08,63,5.3,3/20/11
134,Indiana,19,702,196,0.279,70,19,31,1.63,9,0.47,28,9,37,1.47,9,18,262,0.373,4,0.21,109,5.7,3/20/11
135,Sacred Heart,16,559,156,0.279,35,16,17,1.06,3,0.19,13,6,19,0.81,5,21,192,0.343,5,0.31,72,4.5,3/20/11
136,Morehead St.,20,724,202,0.279,60,20,46,2.3,8,0.4,17,11,28,0.85,7,8,278,0.384,3,0.15,98,4.9,3/20/11
137,Northern Ill.,16,547,152,0.278,58,16,23,1.44,1,0.06,14,10,24,0.88,3,8,192,0.351,7,0.44,87,5.4,3/20/11
138,Fordham,19,684,190,0.278,71,19,39,2.05,9,0.47,40,12,52,2.11,7,7,270,0.395,7,0.37,108,5.7,3/20/11
139,Lehigh,17,576,160,0.278,59,17,29,1.71,5,0.29,31,9,40,1.82,10,5,210,0.365,3,0.18,102,6,3/20/11
140,Connecticut,17,587,163,0.278,56,17,30,1.76,3,0.18,31,10,41,1.82,7,9,212,0.361,5,0.29,86,5.1,3/20/11
141,UTSA,22,742,206,0.278,65,22,43,1.95,9,0.41,27,11,38,1.23,12,23,290,0.391,7,0.32,112,5.1,3/20/11
142,Missouri,20,661,183,0.277,88,20,29,1.45,4,0.2,47,14,61,2.35,8,15,228,0.345,2,0.1,114,5.7,3/20/11
143,Portland,18,640,177,0.277,62,18,39,2.17,12,0.67,14,6,20,0.78,6,13,258,0.403,3,0.17,86,4.8,3/20/11
144,Oakland,12,427,118,0.276,50,12,15,1.25,3,0.25,32,10,42,2.67,6,8,144,0.337,1,0.08,67,5.6,3/20/11
145,Campbell,20,649,179,0.276,55,20,40,2,5,0.25,40,14,54,2,12,6,240,0.37,3,0.15,127,6.4,3/20/11
146,UNC Asheville,18,620,171,0.276,90,18,26,1.44,5,0.28,14,4,18,0.78,7,6,218,0.352,3,0.17,109,6.1,3/20/11
147,Cal Poly,14,446,123,0.276,48,14,30,2.14,4,0.29,7,7,14,0.5,8,16,171,0.383,3,0.21,78,5.6,3/20/11
148,North Carolina St.,20,660,182,0.276,97,20,35,1.75,8,0.4,9,3,12,0.45,6,10,253,0.383,6,0.3,103,5.2,3/20/11
149,Ark.-Pine Bluff,16,526,145,0.276,59,16,31,1.94,3,0.19,13,2,15,0.81,5,6,209,0.397,12,0.75,85,5.3,3/20/11
150,Miami (OH),18,625,172,0.275,70,18,35,1.94,11,0.61,34,7,41,1.89,5,7,254,0.406,7,0.39,114,6.3,3/20/11
151,Hofstra,15,487,134,0.275,47,15,28,1.87,7,0.47,10,14,24,0.67,3,5,189,0.388,3,0.2,68,4.5,3/20/11
152,Jackson St.,18,597,164,0.275,47,18,27,1.5,5,0.28,40,9,49,2.22,6,12,218,0.365,6,0.33,101,5.6,3/20/11
153,Loyola Marymount,21,681,187,0.275,58,21,38,1.81,4,0.19,25,20,45,1.19,10,17,243,0.357,3,0.14,95,4.5,3/20/11
154,Austin Peay,18,623,171,0.274,83,18,28,1.56,12,0.67,36,12,48,2,10,9,249,0.4,7,0.39,107,5.9,3/20/11
155,Ill.-Chicago,16,537,147,0.274,75,16,19,1.19,6,0.38,18,14,32,1.13,3,21,190,0.354,3,0.19,81,5.1,3/20/11
156,Rice,22,742,203,0.274,101,22,27,1.23,10,0.45,15,8,23,0.68,14,18,266,0.358,3,0.14,126,5.7,3/20/11
157,Eastern Ky.,19,653,178,0.273,80,19,29,1.53,8,0.42,29,11,40,1.53,2,6,235,0.36,2,0.11,90,4.7,3/20/11
158,UAB,19,620,169,0.273,83,19,25,1.32,5,0.26,24,11,35,1.26,9,21,217,0.35,4,0.21,91,4.8,3/20/11
159,Wichita St.,19,646,176,0.272,111,19,36,1.89,9,0.47,42,5,47,2.21,11,10,257,0.398,9,0.47,129,6.8,3/20/11
